Municipio;Contrato;Codigo;Orden;U. Genera;Generacion;Ejecucion;Duracion Odt;Acciones;latitud;longitud
IPIALES;PRI 232.2023;526168;24102412;Ges. Energetica;2023-02-05 00:00;2023-03-10 16:36;00:22 Min;REVISION;0.6650035;-77.5755792
CUMBAL;PRI 232.2023;1037749;24102413;Ges. Energetica;2023-02-05 00:00;2023-02-09 15:22;00:22 Min;REVISION;0.9119444;-77.7931367
POTOSI;PRI 232.2023;1023305;24102414;Ges. Energetica;2023-02-05 00:00;2023-02-14 16:27;01:25 Min;REVISION;0.8074603;-77.5737304
CUMBAL;PRI 232.2023;1233275;24102415;Ges. Energetica;2023-02-05 00:00;2023-02-27 14:37;00:29 Min;REVISION;0.9087161;-77.7869986
POTOSI;PRI 232.2023;293798;24121642;Ges. Energetica;2023-02-06 00:00;2023-03-15 10:05;01:33 Min;REVISION;0.773801;-77.6016192
IPIALES;PRI 232.2023;8561268;24121660;Ges. Energetica;2023-02-06 00:00;2023-02-14 11:43;00:46 Min;REVISION;0.8265551;-77.6248709
CUMBAL;PRI 232.2023;1231905;24121663;Facturacion;2023-02-06 00:00;2023-02-14 13:21;00:16 Min;REVISION;0.8991071;-77.7967931
IPIALES;PRI 232.2023;8561269;24121675;Ges. Energetica;2023-02-06 00:00;2023-02-14 11:42;01:13 Min;REVISION;0.8258116;-77.625089
CUMBAL;PRI 232.2023;261456;24121678;Ges. Energetica;2023-02-06 00:00;2023-02-27 14:02;00:53 Min;INSTALACION;0.8844867;-77.8022366
IPIALES;PRI 232.2023;8561270;24121682;Ges. Energetica;2023-02-06 00:00;2023-02-14 15:17;01:23 Min;REVISION;0.8387357;-77.5865469
POTOSI;PRI 232.2023;294310;24121704;Ges. Energetica;2023-02-06 00:00;2023-02-22 12:33;00:23 Min;REVISION;0.8191133;-77.5576594
IPIALES;PRI 232.2023;268920;24121874;Ges. Energetica;2023-02-06 00:00;2023-02-16 15:28;00:32 Min;INSTALACION;0.8501367;-77.5767844
POTOSI;PRI 232.2023;295630;24121876;Facturacion;2023-02-06 00:00;2023-02-22 17:28;01:12 Min;REVISION;0.8058058;-77.5569898
IPIALES;PRI 232.2023;1171565;24121877;Ges. Energetica;2023-02-06 00:00;2023-02-16 14:27;00:21 Min;REVISION;0.8255042;-77.6501199
IPIALES;PRI 232.2023;8533668;24121879;Ges. Energetica;2023-02-06 00:00;2023-02-18 10:24;00:17 Min;REVISION;0.8284836;-77.6149963
GUACHUCAL;PRI 232.2023;286674;24121930;Facturacion;2023-02-06 00:00;2023-02-15 15:01;00:28 Min;REVISION;0.9664017;-77.7136805
CUMBAL;PRI 232.2023;8561273;24121997;Ges. Energetica;2023-02-06 00:00;2023-02-08 12:28;00:22 Min;REVISION;0.9050749;-77.7924695
PUPIALES;PRI 232.2023;279328;24122031;Facturacion;2023-02-06 00:00;2023-02-24 14:29;00:27 Min;INSTALACION;0.8735168;-77.64098
CUMBAL;PRI 232.2023;583223;24122035;Ges. Energetica;2023-02-06 00:00;2023-02-28 11:48;00:35 Min;INSTALACION;0.8175048;-77.8279308
PUPIALES;PRI 232.2023;8561276;24122069;Ges. Energetica;2023-02-06 00:00;2023-02-13 15:13;00:30 Min;REVISION;0.8692301;-77.6413851
IPIALES;PRI 232.2023;636669;24122099;Facturacion;2023-02-06 00:00;2023-02-14 15:30;00:28 Min;INSTALACION;0.8281831;-77.6563635
CUMBAL;PRI 232.2023;8561278;24122125;Ges. Energetica;2023-02-06 00:00;2023-02-07 16:10;00:38 Min;REVISION;0.916817;-77.8073654
PUERRES;PRI 232.2023;264168;24122126;Facturacion;2023-02-06 00:00;2023-02-27 14:52;00:47 Min;REVISION;0.8840838;-77.5032943
IPIALES;PRI 232.2023;8561279;24122145;Ges. Energetica;2023-02-06 00:00;2023-02-11 07:51;00:57 Min;REVISION;0.8246318;-77.6307584
IPIALES;PRI 232.2023;8561280;24122149;Ges. Energetica;2023-02-06 00:00;2023-02-13 16:01;01:26 Min;REVISION;0.8855588;-77.5673925
IPIALES;PRI 232.2023;1103306;24122428;Facturacion;2023-02-06 00:00;2023-02-17 13:49;00:54 Min;REVISION;0.8307617;-77.6796547
CORDOBA;PRI 232.2023;8561281;24122434;Ges. Energetica;2023-02-06 00:00;2023-02-16 13:42;01:16 Min;REVISION;0.850784;-77.516985
IPIALES;PRI 232.2023;242310;24122479;Facturacion;2023-02-06 00:00;2023-02-11 08:45;00:27 Min;REVISION;0.8332224;-77.6411262
CUMBAL;PRI 232.2023;8561282;24122509;Ges. Energetica;2023-02-06 00:00;2023-02-08 14:26;00:58 Min;REVISION;0.9107823;-77.7905742
IPIALES;PRI 232.2023;617228;24122580;Facturacion;2023-02-06 00:00;2023-02-24 11:52;00:45 Min;REVISION;0.7328022;-77.6722127
IPIALES;PRI 232.2023;8561284;24122584;Ges. Energetica;2023-02-06 00:00;2023-02-15 12:27;00:43 Min;REVISION;0.8447365;-77.611225
CONTADERO;PRI 232.2023;8561287;24122604;Ges. Energetica;2023-02-06 00:00;2023-02-17 14:16;01:22 Min;REVISION;0.9300703;-77.4953861
CONTADERO;PRI 232.2023;8561288;24122628;Ges. Energetica;2023-02-06 00:00;2023-02-11 11:29;00:43 Min;REVISION;0.9510623;-77.5663852
IPIALES;PRI 232.2023;8561289;24122647;Ges. Energetica;2023-02-06 00:00;2023-02-07 17:30;00:50 Min;REVISION;0.8259796;-77.6638325
GUACHUCAL;PRI 232.2023;8561290;24122684;Ges. Energetica;2023-02-06 00:00;2023-02-09 15:46;01:22 Min;REVISION;0.9364668;-77.7527552
CONTADERO;PRI 232.2023;291638;24122934;Facturacion;2023-02-06 00:00;2023-02-08 16:29;00:48 Min;REVISION;0.9393079;-77.4966118
CONTADERO;PRI 232.2023;1252492;24122994;Facturacion;2023-02-06 00:00;2023-02-08 14:58;00:41 Min;REVISION;0.934718;-77.5285466
GUACHUCAL;PRI 232.2023;1268096;24122998;Facturacion;2023-02-06 00:00;2023-03-03 14:45;00:12 Min;REVISION;0.9582203;-77.7351068
IPIALES;PRI 232.2023;8561292;24123003;Ges. Energetica;2023-02-06 00:00;2023-02-16 09:57;00:25 Min;REVISION;0.7671026;-77.6578566
GUACHUCAL;PRI 232.2023;289022;24123008;Facturacion;2023-02-06 00:00;2023-03-02 15:43;00:15 Min;REVISION;0.9730615;-77.7654605
GUACHUCAL;PRI 232.2023;287526;24123017;Facturacion;2023-02-06 00:00;2023-02-24 12:15;00:22 Min;REVISION;0.9511143;-77.7369027
CONTADERO;PRI 232.2023;435734;24123022;Facturacion;2023-02-06 00:00;2023-02-16 17:19;00:17 Min;REVISION;0.9296018;-77.4952334
GUACHUCAL;PRI 232.2023;287432;24123023;Facturacion;2023-02-06 00:00;2023-02-24 11:40;00:33 Min;REVISION;0.9504269;-77.7370625
GUACHUCAL;PRI 232.2023;287628;24123026;Facturacion;2023-02-06 00:00;2023-02-24 10:42;00:52 Min;REVISION;0.9476369;-77.7374453
GUACHUCAL;PRI 232.2023;287500;24123059;Facturacion;2023-02-06 00:00;2023-03-16 12:01;00:20 Min;REVISION;0.9505831;-77.7348547
IPIALES;PRI 232.2023;8561294;24123063;Ges. Energetica;2023-02-06 00:00;2023-02-13 11:17;01:17 Min;REVISION;0.8937169;-77.5458283
IPIALES;PRI 232.2023;239204;24123070;Facturacion;2023-02-06 00:00;2023-02-21 10:32;01:08 Min;REVISION;0.8256427;-77.6387398
IMUES;PRI 232.2023;1049140;24123072;Facturacion;2023-02-06 00:00;2023-02-15 16:29;00:34 Min;REVISION;1.0232143;-77.4735919
IMUES;PRI 232.2023;406654;24123077;Facturacion;2023-02-06 00:00;2023-02-15 10:59;00:24 Min;REVISION;1.0270313;-77.4668399
IMUES;PRI 232.2023;292908;24123083;Facturacion;2023-02-06 00:00;2023-02-16 12:36;00:16 Min;REVISION;1.0262293;-77.4667023
IMUES;PRI 232.2023;292914;24123091;Facturacion;2023-02-06 00:00;2023-02-15 09:52;00:57 Min;REVISION;1.028108;-77.4666724
IPIALES;PRI 232.2023;8561295;24123101;Ges. Energetica;2023-02-06 00:00;2023-02-08 09:15;01:09 Min;REVISION;0.8429162;-77.6615438
IPIALES;PRI 232.2023;587383;24123121;Ges. Energetica;2023-02-06 00:00;2023-02-22 10:33;00:23 Min;REVISION;0.6999046;-77.5183255
IPIALES;PRI 232.2023;8561296;24123132;Ges. Energetica;2023-02-06 00:00;2023-02-11 09:22;00:41 Min;REVISION;0.8236476;-77.6403833
IMUES;PRI 232.2023;292734;24123159;Facturacion;2023-02-06 00:00;2023-02-15 15:12;00:33 Min;REVISION;1.0238801;-77.4745458
ALDANA;PRI 232.2023;284404;24123171;Ges. Energetica;2023-02-06 00:00;2023-02-11 10:41;00:46 Min;INSTALACION;0.8910647;-77.6938701
POTOSI;PRI 232.2023;1034405;24123176;Facturacion;2023-02-06 00:00;2023-02-28 09:07;01:43 Min;REVISION;0.7985231;-77.562687
